0;#;FORM;LEMMA;POS;GRAM;COMMENT;CHECKED;CONTEXT;RIGHT1;RIGHT2;RIGHT3;RIGHT4;RIGHT5;RIGHT6;RIGHTLEMMA;AUTO_LEMMA;AUTO_POS;AUTO_GRAM
43412;;для;ДЛЯ;PR;PR;;;этом стеклянном шаре для хомяков / чтобы;я;л;д;;;;Я;ДЛЯ;PR;PR
43413;;хомяков;ХОМЯК;S;m anim gen pl;;;стеклянном шаре для хомяков / чтобы /;в;о;к;я;м;о;К;ХОМЯКОВ;S;m anim nom sg
43414;;/;/;PUNCT;;;;;/;;;;;;/;/;/;/
43415;;чтобы;ЧТОБЫ;CONJ;CONJ;;;для хомяков / чтобы / либо это;ы;б;о;т;ч;;Ы;ЧТОБЫ;CONJ;CONJ
43416;;/;/;PUNCT;;;;;/;;;;;;/;/;/;/
43417;;либо;ЛИБО;CONJ;CONJ;;;/ чтобы / либо это новый //;о;б;и;л;;;О;ЛИБО;CONJ;CONJ
43418;;это;ЭТО;SPRO;n - nom sg;;;чтобы / либо это новый // на;о;т;э;;;;О;ЭТО;S;n - nom sg
43419;;новый;НОВЫЙ;A;- nom sg plen m -;;;/ либо это новый // на этот;й;ы;в;о;н;;Й;НОВЫЙ;A;- nom sg plen m -
43420;;//;//;PUNCT;_;;;либо это новый // на этот раз;/;/;;;;;/;//;PUNCT;_
43421;;на;НА;PR;PR;;;это новый // на этот раз просто;а;н;;;;;А;НА;PR;PR
43422;;этот;ЭТОТ;APRO;m inan acc sg ;;;новый // на этот раз просто предусмотрели;т;о;т;э;;;Т;ЭТОТ;A;- acc sg plen m inan
43423;;раз;РАЗ;S;m inan acc sg;;;// на этот раз просто предусмотрели /;з;а;р;;;;З;РАЗ;S;m inan acc sg
43424;;просто;ПРОСТО;PART;PART;;;на этот раз просто предусмотрели / чтобы;о;т;с;о;р;п;О;ПРОСТО;PART;PART
43425;;предусмотрели;ПРЕДУСМОТРЕТЬ;V;pf praet pl indic - -;;;этот раз просто предусмотрели / чтобы хомяк;и;л;е;р;т;о;Ь;ПРЕДУСМОТРЕТЬ;V;pf praet pl indic - -
43426;;/;/;PUNCT;;;;;/;;;;;;/;/;/;/
43427;;чтобы;ЧТОБЫ;CONJ;CONJ;;;просто предусмотрели / чтобы хомяк дольше прожил;ы;б;о;т;ч;;Ы;ЧТОБЫ;CONJ;CONJ
43428;;хомяк;ХОМЯК;S;m anim nom sg;;;предусмотрели / чтобы хомяк дольше прожил //;к;я;м;о;х;;К;ХОМЯК;S;m anim nom sg
43429;;дольше;ДОЛГО;ADV;comp;;;/ чтобы хомяк дольше прожил // не;е;ш;ь;л;о;д;О;ДОЛГО;ADV;comp
43430;;прожил;ПРОЖИТЬ;V;pf praet sg indic m -;;;чтобы хомяк дольше прожил // не знаю;л;и;ж;о;р;п;Ь;ПРОЖИТЬ;V;pf praet sg indic m -
43431;;//;//;PUNCT;_;;;хомяк дольше прожил // не знаю //;/;/;;;;;/;//;PUNCT;_
43432;;не;НЕ;PART;PART;;;дольше прожил // не знаю // я;е;н;;;;;Е;НЕ;PART;PART
43433;;знаю;ЗНАТЬ;V;ipf praes sg indic - 1p;;;прожил // не знаю // я не;ю;а;н;з;;;Ь;ЗНАТЬ;V;ipf praes sg indic - 1p
43434;;//;//;PUNCT;_;;;// не знаю // я не понимаю;/;/;;;;;/;//;PUNCT;_
43435;;я;Я;SPRO;sg 1p - nom;;;не знаю // я не понимаю /;я;;;;;;Я;Я;SPRO;sg 1p - nom
43436;;не;НЕ;PART;PART;;;знаю // я не понимаю / здесь;е;н;;;;;Е;НЕ;PART;PART
43437;;понимаю;ПОНИМАТЬ;V;ipf praes sg indic - 1p;;;// я не понимаю / здесь какие-то;ю;а;м;и;н;о;Ь;ПОНИМАТЬ;V;ipf praes sg indic - 1p
43438;;/;/;PUNCT;;;;;/;;;;;;/;/;/;/
43439;;здесь;ЗДЕСЬ;ADV;-;;;не понимаю / здесь какие-то бесполезные вещи;ь;с;е;д;з;;Ь;ЗДЕСЬ;ADV;-
43440;;какие-то;КАКОЙ-ТО;APRO; - - nom pl plen;;;понимаю / здесь какие-то бесполезные вещи на...;о;т;-;е;и;к;О;КАКОЙ-ТО;A;- nom pl plen - -
43441;;бесполезные;БЕСПОЛЕЗНЫЙ;A;- nom pl plen - -;;;/ здесь какие-то бесполезные вещи на... чесалка;е;ы;н;з;е;л;Й;БЕСПОЛЕЗНЫЙ;A;- nom pl plen - -
43442;;вещи;ВЕЩЬ;S;f inan nom pl;;;здесь какие-то бесполезные вещи на... чесалка ну;и;щ;е;в;;;Ь;ВЕЩЬ;S;f inan nom pl
43443;;на;НА;PR;PR;;;какие-то бесполезные вещи на... чесалка ну допустим;.;.;.;а;н;;А;НА...;PR;PR
43444;;чесалка;ЧЕСАЛКА;S;f inan nom sg;;;бесполезные вещи на... чесалка ну допустим и;а;к;л;а;с;е;А;ЧЕСАЛКА;S;f inan nom sg
43445;;ну;НУ;PART;PART;;;вещи на... чесалка ну допустим и во...;у;н;;;;;У;НУ;PART;PART
43446;;допустим;ДОПУСТИТЬ;V;pf - pl imper - 1p;;;на... чесалка ну допустим и во... нормальные;м;и;т;с;у;п;Ь;ДОПУСТИТЬ;V;pf - pl imper - 1p
43447;;и;И;CONJ;CONJ;;;чесалка ну допустим и во... нормальные люди;и;;;;;;И;И;CONJ;CONJ
43448;;во;ВО;PR;PR;;;ну допустим и во... нормальные люди э;.;.;.;о;в;;О;ВО...;PR;PR
43449;;нормальные;НОРМАЛЬНЫЙ;A;- nom pl plen - -;;;допустим и во... нормальные люди э используют;е;ы;н;ь;л;а;Й;НОРМАЛЬНЫЙ;A;- nom pl plen - -
43450;;люди;ЧЕЛОВЕК;S;m anim nom pl;;;и во... нормальные люди э используют просто;и;д;ю;л;;;К;ЧЕЛОВЕК;S;m anim nom pl
43451;;э;Э;INTJ;INTJ;;;во... нормальные люди э используют просто старую;э;;;;;;Э;Э;S;f inan nonflex nonflex
43452;;используют;ИСПОЛЬЗОВАТЬ;V;ipf praes pl indic - 3p;;;нормальные люди э используют просто старую расческу;т;ю;у;з;ь;л;Ь;ИСПОЛЬЗОВАТЬ;V;ipf praes pl indic - 3p
43453;;просто;ПРОСТО;PART;PART;;;люди э используют просто старую расческу /;о;т;с;о;р;п;О;ПРОСТО;PART;PART
43454;;старую;СТАРЫЙ;A;- acc sg plen f -;;;э используют просто старую расческу / так же;ю;у;р;а;т;с;Й;СТАРЫЙ;A;- acc sg plen f -
43455;;расческу;РАСЧЕСКА;S;f inan acc sg;;;используют просто старую расческу / так же вычесывают;у;к;с;е;ч;с;А;РАСЧЕСКА;S;f inan acc sg
43456;;/;/;PUNCT;;;;;/;;;;;;/;/;/;/
43457;;так же;так же;ADV;-;;;старую расческу / так же вычесывают / в;е;ж; ;к;а;т;е;так же;ADV;-
43458;;вычесывают;ВЫЧЕСЫВАТЬ;V;ipf praes pl indic - 3p;;;расческу / так же вычесывают / в чем;т;ю;а;в;ы;с;Ь;ВЫЧЕСЫВАТЬ;V;ipf praes pl indic - 3p
43459;;/;/;PUNCT;;;;;/;;;;;;/;/;/;/
43460;;в;В;PR;PR;;;так же вычесывают / в чем э /;в;;;;;;В;В;PR;PR
43461;;чем;ЧЕМ;CONJ;CONJ;;;вычесывают / в чем э / в;м;е;ч;;;;М;ЧЕМ;CONJ;CONJ
43462;;э;Э;INTJ;INTJ;;;/ в чем э / в чем;э;;;;;;Э;Э;INTJ;INTJ
43463;;/;/;PUNCT;;;;;/;;;;;;/;/;/;/
43464;;в;В;PR;PR;;;чем э / в чем плюс ?;в;;;;;;В;В;PR;PR
43465;;чем;ЧЕМ;CONJ;CONJ;;;э / в чем плюс ? ;м;е;ч;;;;М;ЧЕМ;CONJ;CONJ
43466;;плюс;ПЛЮС;S;m inan nom sg;;;/ в чем плюс ?  /;с;ю;л;п;;;С;ПЛЮС;CONJ;CONJ
43467;;?;?;PUNCT;SENT;;;в чем плюс ?  / GPS;?;;;;;;?;?;SENT;SENT
43468;;;;;;;;;;;;;;;;;;
43469;"<distinct form=""джипиэс"">";;;;;;;;;;;;;;;;;
43470;;/;/;PUNCT;;;;;/;;;;;;/;/;/;
43471;;GPS;GPS;NONLEX;NONLEX;;;?  / GPS  этот /;S;P;G;;;;S;GPS;NONLEX;NONLEX
43472;</distinct>;;;;;;;;;;;;;;;;;
43473;;этот;ЭТОТ;APRO;m - nom sg ;;;/ GPS  этот / не знаю;т;о;т;э;;;Т;ЭТОТ;A;- nom sg plen m -
43474;;/;/;PUNCT;;;;;/;;;;;;/;/;/;/
43475;;не;НЕ;PART;PART;;; этот / не знаю // коты;е;н;;;;;Е;НЕ;PART;PART
43476;;знаю;ЗНАТЬ;V;ipf praes sg indic - 1p;;;этот / не знаю // коты они;ю;а;н;з;;;Ь;ЗНАТЬ;V;ipf praes sg indic - 1p
43477;;//;//;PUNCT;_;;;/ не знаю // коты они как бы;/;/;;;;;/;//;PUNCT;_
43478;;коты;КОТ;S;m anim nom pl;;;не знаю // коты они как бы они;ы;т;о;к;;;Т;КОТ;S;m anim nom pl
43479;;они;ОНИ;SPRO;pl - - nom;;;знаю // коты они как бы они э;и;н;о;;;;И;ОНИ;SPRO;pl - - nom
43480;;как бы;как бы;ADV;-;;;// коты они как бы они э просто;ы;б; ;к;а;к;ы;как бы;ADV;-
43481;;они;ОНИ;SPRO;pl - - nom;;;коты они как бы они э просто так;и;н;о;;;;И;ОНИ;SPRO;pl - - nom
43482;;э;Э;INTJ;INTJ;;;они как бы они э просто так не;э;;;;;;Э;Э;INTJ;INTJ
43483;;просто;ПРОСТО;PART;PART;;;как бы они э просто так не убегают;о;т;с;о;р;п;О;ПРОСТО;PART;PART
43484;;так;ТАК;ADV;-;;;они э просто так не убегают /;к;а;т;;;;К;ТАК;ADV;-
43485;;не;НЕ;PART;PART;;;э просто так не убегают / их;е;н;;;;;Е;НЕ;PART;PART
43486;;убегают;УБЕГАТЬ;V;ipf praes pl indic - 3p;;;просто так не убегают / их либо;т;ю;а;г;е;б;Ь;УБЕГАТЬ;V;ipf praes pl indic - 3p
43487;;/;/;PUNCT;;;;;/;;;;;;/;/;/;/
43488;;их;ОНИ;SPRO;pl - - acc;;;не убегают / их либо украдут /;х;и;;;;;И;ОНИ;SPRO;pl - - acc
43489;;либо;ЛИБО;CONJ;CONJ;;;убегают / их либо украдут / а;о;б;и;л;;;О;ЛИБО;CONJ;CONJ
43490;;украдут;УКРАСТЬ;V;pf fut pl indic - 3p;;;/ их либо украдут / а если;т;у;д;а;р;к;Ь;УКРАСТЬ;V;pf fut pl indic - 3p
43491;;/;/;PUNCT;;;;;/;;;;;;/;/;/;/
43492;;а;А;CONJ;CONJ;;;либо украдут / а если их украдут;а;;;;;;А;А;CONJ;CONJ
43493;;если;ЕСЛИ;CONJ;CONJ;;;украдут / а если их украдут /;и;л;с;е;;;И;ЕСЛИ;CONJ;CONJ
43494;;их;ОНИ;SPRO;pl - - acc;;;/ а если их украдут / то;х;и;;;;;И;ОНИ;SPRO;pl - - acc
43495;;украдут;УКРАСТЬ;V;pf fut pl indic - 3p;;;а если их украдут / то GPS;т;у;д;а;р;к;Ь;УКРАСТЬ;V;pf fut pl indic - 3p
43496;;/;/;PUNCT;;;;;/;;;;;;/;/;/;/
43497;"<distinct form=""джипиэс"">";;;;;;;;;;;;;;;;;
43498;;то;ТО;PART;PART;;;их украдут / то GPS  уж;о;т;;;;;О;ТО;NONLEX;
43499;;GPS;GPS;NONLEX;NONLEX;;;украдут / то GPS  уж точно;S;P;G;;;;S;GPS;NONLEX;NONLEX
43500;</distinct>;;;;;;;;;;;;;;;;;
43501;;уж;УЖ;PART;PART;;;то GPS  уж точно заметят /;ж;у;;;;;Ж;УЖ;PART;PART
43502;;точно;ТОЧНО;ADV;-;;;GPS  уж точно заметят / потому что;о;н;ч;о;т;;О;ТОЧНО;ADV;-
43503;;заметят;ЗАМЕТИТЬ;V;pf fut pl indic - 3p;;; уж точно заметят / потому что ;т;я;т;е;м;а;Ь;ЗАМЕТИТЬ;V;pf fut pl indic - 3p
43504;;/;/;PUNCT;;;;;/;;;;;;/;/;/;/
43505;;потому что;потому что;CONJ;CONJ;;;точно заметят / потому что  найдут //;о;т;ч; ;у;м;о;потому что;CONJ;CONJ
43506;<noindex>[нрзб]</noindex>;;;;;;;;;;;;;;;;;
43507;;найдут;НАЙТИ;V;pf fut pl indic - 3p;;;/ потому что  найдут //  типа;т;у;д;й;а;н;И;НАЙТИ;V;pf fut pl indic - 3p
43508;;//;//;PUNCT;_;;;потому что  найдут //  типа разберут;/;/;;;;;/;//;PUNCT;_
43509;<noindex>[нрзб]</noindex>;;;;;;;;;;;;;;;;;
43510;;типа;ТИП;S;m inan gen sg;;;найдут //  типа разберут / выключат;а;п;и;т;;;П;ТИП;S;m inan gen sg
43511;;разберут;РАЗОБРАТЬ;V;pf fut pl indic - 3p;;;//  типа разберут / выключат /;т;у;р;е;б;з;Ь;РАЗОБРАТЬ;V;pf fut pl indic - 3p
43512;;/;/;PUNCT;;;;;/;;;;;;/;/;/;/
43513;;выключат;ВЫКЛЮЧИТЬ;V;pf fut pl indic - 3p;;;типа разберут / выключат / все что;т;а;ч;ю;л;к;Ь;ВЫКЛЮЧИТЬ;V;pf fut pl indic - 3p
43514;;/;/;PUNCT;;;;;/;;;;;;/;/;/;/
43515;;все;ВСЕ;S;- - acc pl;;;/ выключат / все что угодно //;е;с;в;;;;Е;ВСЕ;S;- - acc pl
43516;;что;ЧТО;CONJ;CONJ;;;выключат / все что угодно // сейчас;о;т;ч;;;;О;ЧТО;CONJ;CONJ
43517;;угодно;УГОДНО;PRAEDIC; -;;;/ все что угодно // сейчас ;о;н;д;о;г;у;О;УГОДНО;PART;PART
43518;"<distinct form=""щас"">";;;;;;;;;;;;;;;;;
43519;;//;//;PUNCT;;;;все что угодно // сейчас  здесь;/;/;;;;;/;//;PUNCT;
43520;;сейчас;СЕЙЧАС;ADV;-;;;что угодно // сейчас  здесь показывается;с;а;ч;й;е;с;С;СЕЙЧАС;ADV;-
43521;</distinct>;;;;;;;;;;;;;;;;;
43522;;здесь;ЗДЕСЬ;ADV;-;;;// сейчас  здесь показывается камера /;ь;с;е;д;з;;Ь;ЗДЕСЬ;ADV;-
43523;;показывается;ПОКАЗЫВАТЬСЯ;V;ipf praes sg indic - 3p;;;сейчас  здесь показывается камера / чтобы;я;с;т;е;а;в;Я;ПОКАЗЫВАТЬСЯ;V;ipf praes sg indic - 3p
43524;;камера;КАМЕРА;S;f inan nom sg;;; здесь показывается камера / чтобы следить;а;р;е;м;а;к;А;КАМЕРА;S;f inan nom sg
43525;;/;/;PUNCT;;;;;/;;;;;;/;/;/;/
43526;;чтобы;ЧТОБЫ;CONJ;CONJ;;;показывается камера / чтобы следить / что;ы;б;о;т;ч;;Ы;ЧТОБЫ;CONJ;CONJ
43527;;следить;СЛЕДИТЬ;V;ipf - - inf - -;;;камера / чтобы следить / что происходит;ь;т;и;д;е;л;Ь;СЛЕДИТЬ;V;ipf - - inf - -
43528;;/;/;PUNCT;;;;;/;;;;;;/;/;/;/
43529;;что;ЧТО;CONJ;CONJ;;;чтобы следить / что происходит в комнате;о;т;ч;;;;О;ЧТО;CONJ;CONJ
43530;;происходит;ПРОИСХОДИТЬ;V;ipf praes sg indic - 3p;;;следить / что происходит в комнате кота;т;и;д;о;х;с;Ь;ПРОИСХОДИТЬ;V;ipf praes sg indic - 3p
43531;;в;В;PR;PR;;;/ что происходит в комнате кота //;в;;;;;;В;В;PR;PR
43532;;комнате;КОМНАТА;S;f inan loc sg;;;что происходит в комнате кота // опять;е;т;а;н;м;о;А;КОМНАТА;S;f inan loc sg
43533;;кота;КОТ;S;m anim gen sg;;;происходит в комнате кота // опять же;а;т;о;к;;;Т;КОТ;S;m anim gen sg
43534;;//;//;PUNCT;_;;;в комнате кота // опять же какая-то;/;/;;;;;/;//;PUNCT;_
43535;;опять;ОПЯТЬ;ADV;-;;;комнате кота // опять же какая-то отсылка;ь;т;я;п;о;;Ь;ОПЯТЬ;ADV;-
43536;;же;ЖЕ;PART;PART;;;кота // опять же какая-то отсылка к;е;ж;;;;;Е;ЖЕ;PART;PART
43537;;какая-то;КАКОЙ-ТО;APRO;f - nom sg;;;// опять же какая-то отсылка к этим;о;т;-;я;а;к;О;КАКОЙ-ТО;A;- nom sg plen f -
43538;;отсылка;ОТСЫЛКА;S;f inan nom sg;;;опять же какая-то отсылка к этим /;а;к;л;ы;с;т;А;ОТСЫЛКА;S;f inan nom sg
43539;;к;К;PR;PR;;;же какая-то отсылка к этим / э;к;;;;;;К;К;PR;PR
43540;;этим;ЭТОТ;APRO; - - dat pl plen;;;какая-то отсылка к этим / э /;м;и;т;э;;;Т;ЭТОТ;A;- dat pl plen - -
43541;;/;/;PUNCT;;;;;/;;;;;;/;/;/;/
43542;;э;Э;INTJ;INTJ;;;к этим / э / к не;э;;;;;;Э;Э;INTJ;INTJ
43543;;/;/;PUNCT;;;;;/;;;;;;/;/;/;/
43544;;к;К;PR;PR;;;/ э / к не знаю /;к;;;;;;К;К;S;- - nonflex nonflex
43545;;не;НЕ;PART;PART;;;э / к не знаю / какой-то;е;н;;;;;Е;НЕ;PART;PART
43546;;знаю;ЗНАТЬ;V;ipf praes sg indic - 1p;;;/ к не знаю / какой-то целое;ю;а;н;з;;;Ь;ЗНАТЬ;V;ipf praes sg indic - 1p
43547;;/;/;PUNCT;;;;;/;;;;;;/;/;/;/
43548;;какой-то;КАКОЙ-ТО;APRO;m - nom sg ;;;не знаю / какой-то целое шоу блин;о;т;-;й;о;к;О;КАКОЙ-ТО;A;- gen sg plen f -
43549;;целое;ЦЕЛОЕ;A; - nom sg plen n inan ;;;знаю / какой-то целое шоу блин тут;е;о;л;е;ц;;Е;ЦЕЛОЕ;S;n inan acc sg
43550;;шоу;ШОУ;S;n inan nom sg;;;/ какой-то целое шоу блин тут строится;у;о;ш;;;;У;ШОУ;S;n inan nonflex nonflex
43551;;блин;БЛИН;INTJ;INTJ;;;какой-то целое шоу блин тут строится //;н;и;л;б;;;Н;БЛИН;S;m inan nom sg
43552;;тут;ТУТ;ADVPRO;-;;;целое шоу блин тут строится // дом;т;у;т;;;;Т;ТУТ;ADV;-
43553;;строится;СТРОИТЬСЯ;V;ipf praes sg indic - 3p;;;шоу блин тут строится // дом два;я;с;т;и;о;р;Я;СТРОИТЬСЯ;V;ipf praes sg indic - 3p
43554;;//;//;PUNCT;_;;;блин тут строится // дом два кошачий;/;/;;;;;/;//;PUNCT;_
43555;;дом;ДОМ;S;m inan nom sg;;;тут строится // дом два кошачий //;м;о;д;;;;М;ДОМ;S;m inan nom sg
43556;;два;ДВА;NUM;nom m inan;;;строится // дом два кошачий // что;а;в;д;;;;А;ДВА;NUM;acc m inan
43557;;кошачий;КОШАЧИЙ;A;m - nom sg ;;;// дом два кошачий // что ;й;и;ч;а;ш;о;Й;КОШАЧИЙ;A;- nom sg plen m -
43558;"<distinct form=""че"">";;;;;;;;;;;;;;;;;
43559;;//;//;PUNCT;;;;дом два кошачий // что  за;/;/;;;;;/;//;PUNCT;
43560;;что;ЧТО;CONJ;CONJ;;;два кошачий // что  за хрень;о;т;ч;;;;О;ЧТО;CONJ;CONJ
43561;</distinct>;;;;;;;;;;;;;;;;;
43562;;за;ЗА;PR;PR;;;// что  за хрень ? ;а;з;;;;;А;ЗА;PR;PR
43563;;хрень;ХРЕНЬ;S;f inan nom sg;;;что  за хрень ?  //;ь;н;е;р;х;;Ь;ХРЕНЬ;S;f inan acc sg
43564;;?;?;PUNCT;SENT;;; за хрень ?  // все;?;;;;;;?;?;SENT;SENT
43565;;;;;;;;;;;;;;;;;;
43566;;//;//;PUNCT;;;;хрень ?  // все / ладно;/;/;;;;;/;//;PUNCT;
43567;;;;;;;;;;;;;;;;;;
43568;"<speech role=""Вр@"" />";;;;;;;;;;;;;;;;;
43569;;все;ВСЕ;PART;PART;;;?  // все / ладно /;е;с;в;;;;Е;ВСЕ;PART;PART
43570;;/;/;PUNCT;;;;;/;;;;;;/;/;/;/
43571;;ладно;ЛАДНО;PART;PART;;;// все / ладно / спасибо тебе;о;н;д;а;л;;О;ЛАДНО;ADV;-
43572;;/;/;PUNCT;;;;;/;;;;;;/;/;/;/
43573;;спасибо;СПАСИБО;S;inan n -;;;/ ладно / спасибо тебе // м;о;б;и;с;а;п;О;СПАСИБО;S;n inan nonflex nonflex
43574;;тебе;ТЫ;SPRO;sg 2p - loc;;;ладно / спасибо тебе // м ?;е;б;е;т;;;Ы;ТЫ;SPRO;sg 2p - loc
43575;;//;//;PUNCT;;;;/ спасибо тебе // м ? ;/;/;;;;;/;//;PUNCT;
43576;;;;;;;;;;;;;;;;;;
43577;"<speech role=""Вл@"" />";;;;;;;;;;;;;;;;;
43578;;м;М;INTJ;INTJ;;;спасибо тебе // м ?  //;м;;;;;;М;М;S;- - nonflex nonflex
43579;;?;?;PUNCT;SENT;;;тебе // м ?  // вы;?;;;;;;?;?;SENT;SENT
43580;;;;;;;;;;;;;;;;;;
43581;;//;//;PUNCT;;;;м ?  // вы внесли вклад;/;/;;;;;/;//;PUNCT;
43582;;;;;;;;;;;;;;;;;;
43583;"<speech role=""Вр@"" />";;;;;;;;;;;;;;;;;
43584;;вы;ВЫ;SPRO;pl 2p - nom;;;?  // вы внесли вклад в;ы;в;;;;;Ы;ВЫ;SPRO;pl 2p - nom
43585;;внесли;ВНЕСТИ;V;pf praet pl indic - -;;; // вы внесли вклад в науку;и;л;с;е;н;в;И;ВНЕСТИ;V;pf praet pl indic - -
43586;;вклад;ВКЛАД;S;m inan acc sg;;;// вы внесли вклад в науку //;д;а;л;к;в;;Д;ВКЛАД;S;m inan acc sg
43587;;в;В;PR;PR;;;вы внесли вклад в науку // ;в;;;;;;В;В;PR;PR
43588;;науку;НАУКА;S;f inan acc sg;;;внесли вклад в науку //  ;у;к;у;а;н;;А;НАУКА;S;f inan acc sg
43589;;//;//;PUNCT;;;;вклад в науку //   Ну;/;/;;;;;/;//;PUNCT;
